"","Geneid","logFC","unshrunk.logFC","logCPM","PValue","FDR","hgnc_symbol","sample"
"1","100126791",3.82754306318273,3.99047562138139,2.18392737419582,0.0253513209991,0.999954013176133,"EGOT","Adrenal.22"
"2","100128108",4.16222418546196,4.47590244855163,1.76665383350479,0.0272365926236839,0.999954013176133,"","Adrenal.22"
"3","100129940",4.50126570338164,4.66854752649402,2.72427587944559,0.00797577049204241,0.999954013176133,"HMGA2-AS1","Adrenal.22"
"4","100131726",3.7750497600608,4.08358502577287,1.50194217286372,0.0480642284341877,0.999954013176133,"FAM83A-AS1","Adrenal.22"
"5","100132529",3.67294285606585,3.75601036774436,2.84340408716724,0.0192700216948838,0.999954013176133,"TAT-AS1","Adrenal.22"
"6","100169751",-3.11633094558173,-3.13213338964027,4.53427391380512,0.0250324012013726,0.999954013176133,"RNA5S1","Adrenal.22"
"7","100169753",-3.17822634961606,-3.19405025905287,4.59335236375448,0.0223658775427626,0.999954013176133,"RNA5S2","Adrenal.22"
"8","100169754",-3.25290601103829,-3.26968052227391,4.58647851981994,0.0197835067762444,0.999954013176133,"RNA5S3","Adrenal.22"
"9","100169755",-3.25290601103829,-3.26968052227391,4.58647851981994,0.0197835067762444,0.999954013176133,"RNA5S4","Adrenal.22"
"10","100169756",-3.24377197578784,-3.26053407337408,4.5785295569117,0.0201171702174753,0.999954013176133,"RNA5S5","Adrenal.22"
"11","100169757",-3.24193820861536,-3.2586978045124,4.57693446885435,0.0201847688544656,0.999954013176133,"RNA5S6","Adrenal.22"
"12","100169758",-3.24193820861536,-3.2586978045124,4.57693446885435,0.0201847688544656,0.999954013176133,"RNA5S7","Adrenal.22"
"13","100169759",-3.22668981486765,-3.24325124324128,4.57832089050282,0.0206968034734947,0.999954013176133,"RNA5S8","Adrenal.22"
"14","100169760",-5.85245054519648,-5.85248026780143,16.2708132916761,5.03548863237333e-05,0.445483353594833,"RNA5S9","Adrenal.22"
"15","100169768",-2.60388424723261,-2.60501894598465,7.73620782681015,0.0480113338820433,0.999954013176133,"RNA5S17","Adrenal.22"
"16","100287616",-2.84257784630695,-2.863947554333,3.85624644563925,0.0438243462278461,0.999954013176133,"LOXL1-AS1","Adrenal.22"
"17","100506409",3.06567128387842,3.10595283880132,3.20710957021088,0.0368332585850406,0.999954013176133,"ELOVL2-AS1","Adrenal.22"
"18","100616436",-2.76539679298752,-2.7789114504772,4.40115848401682,0.0448921842353999,0.999954013176133,"MIR4449","Adrenal.22"
"19","100652824",3.25078131941506,3.33151253921645,2.50710148241229,0.0388967619376971,0.999954013176133,"KIAA2012","Adrenal.22"
"20","10071",4.4439465486021,4.45862445711979,5.9350020507434,0.00169825364674837,0.999954013176133,"MUC12","Adrenal.22"
"21","100859921",3.72883433652317,3.89093994783047,2.10936804866531,0.0296784445800159,0.999954013176133,"LINC00536","Adrenal.22"
"22","100874095",4.41112262409835,4.72744121554759,1.94846178789122,0.0184326937475659,0.999954013176133,"ADIPOQ-AS1","Adrenal.22"
"23","100874261",4.39746585192243,4.85297209763145,1.59553221134215,0.0273723375829731,0.999954013176133,"CCDC200","Adrenal.22"
"24","100996758",4.29203435715973,4.60714698182988,1.86039215538948,0.0222726223880541,0.999954013176133,"NPY4R2","Adrenal.22"
"25","10125",-4.31765758622731,-4.33145247350598,5.90745765674482,0.00222151502320801,0.999954013176133,"RASGRP1","Adrenal.22"
"26","10150",-4.00478089366358,-4.03189219164707,4.65895394498768,0.00544666221496768,0.999954013176133,"MBNL2","Adrenal.22"
"27","101927620",4.08864608092848,4.25351002721518,2.38713048170006,0.0164612008744421,0.999954013176133,"","Adrenal.22"
"28","101927666",2.96921417070928,3.02218448110872,2.77120258949499,0.0489815329081525,0.999954013176133,"DYNLL2-DT","Adrenal.22"
"29","101928687",-5.09060453320715,-5.11468460136341,5.88482311134025,0.000510642073756796,0.971256775302896,"LNCAROD","Adrenal.22"
"30","101954273",-3.4657831473747,-3.61685469236823,2.01349305130223,0.0442636104734958,0.999954013176133,"RNVU1-1","Adrenal.22"
"31","10205",-3.1688148333036,-3.17850981959731,5.26459373480999,0.0205621026903577,0.999954013176133,"MPZL2","Adrenal.22"
"32","10333",3.50850721102816,3.66854752649402,1.94772682726462,0.0417056597866544,0.999954013176133,"TLR6","Adrenal.22"
"33","10345",3.09139366105337,3.1710478670232,2.38580100170012,0.0499219115136299,0.999954013176133,"TRDN","Adrenal.22"
"34","10350",3.93379785606029,3.99047562138139,3.57204937908245,0.00913954720375505,0.999954013176133,"ABCA9","Adrenal.22"
"35","1038",-2.78903962577932,-2.80394024496872,4.29118480531203,0.043975339776234,0.999954013176133,"CDR1","Adrenal.22"
"36","10409",-2.85909430330788,-2.87577298972979,4.20695018245102,0.0399845743892349,0.999954013176133,"BASP1","Adrenal.22"
"37","1048",-3.25245629792522,-3.26221937418893,5.33828424372997,0.017600014966885,0.999954013176133,"CEACAM5","Adrenal.22"
"38","10561",-4.23310064865827,-4.27396697884522,4.31940633906991,0.00425930026476805,0.999954013176133,"IFI44","Adrenal.22"
"39","10655",4.23968250985616,4.40551312066023,2.50838988915057,0.0126999307889131,0.999954013176133,"DMRT2","Adrenal.22"
"40","10752",5.75878684093876,6.08358502577287,3.05946740845047,0.00163138080032282,0.999954013176133,"CHL1","Adrenal.22"
"41","10817",3.29845287228417,3.40551312066023,2.21913137343821,0.0432592715181414,0.999954013176133,"FRS3","Adrenal.22"
"42","10855",3.62287271347138,3.78402474391396,2.03078744082986,0.0350245418206775,0.999954013176133,"HPSE","Adrenal.22"
"43","10891",3.19941725140167,3.25351002721518,2.95342793918062,0.0337303866437191,0.999954013176133,"PPARGC1A","Adrenal.22"
"44","10913",3.17328749747265,3.25351002721518,2.447712579582,0.0439627830182685,0.999954013176133,"EDAR","Adrenal.22"
"45","10964",-3.62233931049198,-3.63689244560477,5.14662143373596,0.00939590697201725,0.999954013176133,"IFI44L","Adrenal.22"
"46","1109",3.72883433652317,3.89093994783047,2.10936804866531,0.0296784445800159,0.999954013176133,"AKR1C4","Adrenal.22"
"47","11122",3.47075633280613,3.49862252505171,4.0833278541324,0.0152799116525322,0.999954013176133,"PTPRT","Adrenal.22"
"48","1113",3.86124368265994,4.1710478670232,1.55887381457244,0.0425345501582669,0.999954013176133,"CHGA","Adrenal.22"
"49","112399",-2.98015461316549,-2.99536631562196,4.45223533401679,0.0316740400569373,0.999954013176133,"EGLN3","Adrenal.22"
"50","11254",-3.51519347759209,-3.51845098830723,7.1593949353391,0.00931816404050521,0.999954013176133,"SLC6A14","Adrenal.22"
"51","113146",-3.01108924134629,-3.01595064777805,6.07892843109989,0.0252648416403403,0.999954013176133,"AHNAK2","Adrenal.22"
"52","1137",4.35280691991945,4.66854752649402,1.90509236377082,0.0202335343235205,0.999954013176133,"CHRNA4","Adrenal.22"
"53","114780",3.43440617312619,3.47590244855163,3.51402391763924,0.0194794775821401,0.999954013176133,"PKD1L2","Adrenal.22"
"54","114792",3.67682612683533,3.83847252793633,2.07060733319847,0.0322067579849259,0.999954013176133,"KLHL32","Adrenal.22"
"55","114795",5.12320360108157,5.29303839140182,3.26313881924396,0.00245044515577927,0.999954013176133,"TMEM132B","Adrenal.22"
"56","114815",5.08380626824607,5.25351002721518,3.22807736872764,0.00264816920789189,0.999954013176133,"SORCS1","Adrenal.22"
"57","115019",3.32432392640033,3.40551312066023,2.56416511902265,0.0345641293130538,0.999954013176133,"SLC26A9","Adrenal.22"
"58","116154",3.03029911023543,3.08358502577287,2.81893919337325,0.0444455137151371,0.999954013176133,"PHACTR3","Adrenal.22"
"59","116441",4.16613990287089,4.33151253921645,2.44902120957805,0.0144222094765618,0.999954013176133,"TM4SF18","Adrenal.22"
"60","116835",3.72883433652317,3.89093994783047,2.10936804866531,0.0296784445800159,0.999954013176133,"HSPA12B","Adrenal.22"
"61","117144",3.50850721102816,3.66854752649402,1.94772682726462,0.0417056597866544,0.999954013176133,"CATSPER1","Adrenal.22"
"62","117286",3.09139366105337,3.1710478670232,2.38580100170012,0.0499219115136299,0.999954013176133,"CIB3","Adrenal.22"
"63","1183",3.62287271347138,3.78402474391396,2.03078744082986,0.0350245418206775,0.999954013176133,"CLCN4","Adrenal.22"
"64","118788",4.09265897019394,4.40551312066023,1.71742110218437,0.0302707981505645,0.999954013176133,"PIK3AP1","Adrenal.22"
"65","120",2.99246705368284,3.00324291745526,4.92642241457754,0.0286768024016426,0.999954013176133,"ADD3","Adrenal.22"
"66","121006",4.28355193555576,4.36898724463512,3.36253761747057,0.00633049780776894,0.999954013176133,"FAM186A","Adrenal.22"
"67","121601",3.39083830911106,3.49862252505171,2.28838686505211,0.0374632498330189,0.999954013176133,"ANO4","Adrenal.22"
"68","123041",5.38868838947785,5.55931845673926,3.50218483893674,0.00143955056603636,0.999954013176133,"SLC24A4","Adrenal.22"
"69","124404",3.50850721102816,3.66854752649402,1.94772682726462,0.0417056597866544,0.999954013176133,"SEPTIN12","Adrenal.22"
"70","126638",4.55986897471769,4.72744121554759,2.77359404585514,0.00716728115168527,0.999954013176133,"RPTN","Adrenal.22"
"71","126868",4.13193142695372,4.23608896804811,2.97327745255821,0.0100117112038992,0.999954013176133,"MAB21L3","Adrenal.22"
"72","1280",4.37639464422606,4.54301664441016,2.62032831160565,0.00998351020273955,0.999954013176133,"COL2A1","Adrenal.22"
"73","1287",-3.01141100639695,-3.01467109555147,6.64760764596315,0.0245191066563803,0.999954013176133,"COL4A5","Adrenal.22"
"74","129530",4.50126570338164,4.66854752649402,2.72427587944559,0.00797577049204241,0.999954013176133,"LYG1","Adrenal.22"
"75","129607",-4.08231613495633,-4.2383430691145,2.48395500863996,0.0166343522080319,0.999954013176133,"CMPK2","Adrenal.22"
"76","131034",3.69058700980707,3.7465500384953,3.36155490866733,0.0143444888789741,0.999954013176133,"CPNE4","Adrenal.22"
"77","131149",3.35973555475847,3.44113703039095,2.59188045658589,0.0326321550982829,0.999954013176133,"OTOL1","Adrenal.22"
"78","132203",3.32432392640033,3.40551312066023,2.56416511902265,0.0345641293130538,0.999954013176133,"SNTN","Adrenal.22"
"79","136332",3.17328749747265,3.25351002721518,2.447712579582,0.0439627830182685,0.999954013176133,"LRGUK","Adrenal.22"
"80","1382",-4.23640254498306,-4.25139922193994,5.70959092985935,0.00270439436304329,0.999954013176133,"CRABP2","Adrenal.22"
"81","1384",4.99821415823053,5.11333236916692,3.6417299783046,0.00202340273637016,0.999954013176133,"CRAT","Adrenal.22"
"82","138474",3.25078131941506,3.33151253921645,2.50710148241229,0.0388967619376971,0.999954013176133,"TAF1L","Adrenal.22"
"83","138881",3.50850721102816,3.66854752649402,1.94772682726462,0.0417056597866544,0.999954013176133,"OR1L8","Adrenal.22"
"84","1395",3.62287271347138,3.78402474391396,2.03078744082986,0.0350245418206775,0.999954013176133,"CRHR2","Adrenal.22"
"85","140803",3.64451039126187,3.72744121554759,2.8201178924615,0.0202402553309699,0.999954013176133,"TRPM6","Adrenal.22"
"86","140876",3.00322626856527,3.0109397239411,5.40796919058486,0.0267791926072194,0.999954013176133,"RIPOR3","Adrenal.22"
"87","143162",3.55568792457618,3.6381738774505,2.74793923439859,0.0235582832906464,0.999954013176133,"FRMPD2","Adrenal.22"
"88","144321",3.71860182999278,3.84208378148872,2.407409943122,0.024098946257568,0.999954013176133,"GLIPR1L2","Adrenal.22"
"89","144501",-3.18970061257369,-3.19199176323331,7.33344984978357,0.0172271182927753,0.999954013176133,"KRT80","Adrenal.22"
"90","144535",3.03029911023543,3.08358502577287,2.81893919337325,0.0444455137151371,0.999954013176133,"CFAP54","Adrenal.22"
"91","145407",4.16613990287089,4.33151253921645,2.44902120957805,0.0144222094765618,0.999954013176133,"ARMH4","Adrenal.22"
"92","145978",-2.93209376595112,-2.93631453166484,6.19903618994061,0.0288478342281047,0.999954013176133,"LINC00052","Adrenal.22"
"93","146177",3.74172875212216,3.78402474391396,3.77951629078175,0.0110851597713959,0.999954013176133,"VWA3A","Adrenal.22"
"94","146754",3.1042672300036,3.13669636223243,3.527592803955,0.0315395480169219,0.999954013176133,"DNAH2","Adrenal.22"
"95","147660",4.59845156587038,4.91647503993761,2.09082963456237,0.0135668806728567,0.999954013176133,"ZNF578","Adrenal.22"
"96","147808",-3.08907281858158,-3.16434248767072,2.48523865080558,0.0498115635759236,0.999954013176133,"ZNF784","Adrenal.22"
"97","147872",3.29845287228417,3.40551312066023,2.21913137343821,0.0432592715181414,0.999954013176133,"KASH5","Adrenal.22"
"98","148170",3.86124368265994,4.1710478670232,1.55887381457244,0.0425345501582669,0.999954013176133,"CDC42EP5","Adrenal.22"
"99","148738",4.0067522445092,4.1710478670232,2.32249403811423,0.0188921681249695,0.999954013176133,"HJV","Adrenal.22"
"100","150",3.64451039126187,3.72744121554759,2.8201178924615,0.0202402553309699,0.999954013176133,"ADRA2A","Adrenal.22"
"101","152273",3.906382541255,3.99047562138139,3.0377513155613,0.0127534023280258,0.999954013176133,"FGD5","Adrenal.22"
"102","1536",3.62287271347138,3.78402474391396,2.03078744082986,0.0350245418206775,0.999954013176133,"CYBB","Adrenal.22"
"103","154664",4.52103035431243,4.60714698182988,3.57295635309104,0.00399453564615233,0.999954013176133,"ABCA13","Adrenal.22"
"104","157273",3.82754306318273,3.99047562138139,2.18392737419582,0.0253513209991,0.999954013176133,"","Adrenal.22"
"105","158326",4.31996590278013,4.40551312066023,3.39452670493976,0.00590444024775669,0.999954013176133,"FREM1","Adrenal.22"
"106","160777",4.30965735459519,4.47590244855163,2.56543390218783,0.0112357385478131,0.999954013176133,"CCDC60","Adrenal.22"
"107","161142",5.10363941402052,5.27340958465288,3.24571373115795,0.00254682905898337,0.999954013176133,"FAM71D","Adrenal.22"
"108","1612",3.46103606077023,3.54301664441016,2.67199787261771,0.0276172431767338,0.999954013176133,"DAPK1","Adrenal.22"
"109","166348",3.09139366105337,3.1710478670232,2.38580100170012,0.0499219115136299,0.999954013176133,"KBTBD12","Adrenal.22"
"110","167838",5.0016292528046,5.1710478670232,3.15531274829525,0.00310980356576196,0.999954013176133,"TXLNB","Adrenal.22"
"111","168507",5.12320360108157,5.29303839140182,3.26313881924396,0.00245044515577927,0.999954013176133,"PKD1L1","Adrenal.22"
"112","169044",4.08627066934877,4.1710478670232,3.1911050470788,0.00917696725175353,0.999954013176133,"COL22A1","Adrenal.22"
"113","169792",4.18279501318536,4.24008951145286,3.79242814017475,0.00566449726647659,0.999954013176133,"GLIS3","Adrenal.22"
"114","1756",3.03029911023543,3.08358502577287,2.81893919337325,0.0444455137151371,0.999954013176133,"DMD","Adrenal.22"
"115","1769",5.02261648817856,5.19210948255103,3.17384792239554,0.00298521751546066,0.999954013176133,"DNAH8","Adrenal.22"
"116","1770",5.4047644492065,5.57543812210254,3.51680615208025,0.00139324545132859,0.999954013176133,"DNAH9","Adrenal.22"
"117","1824",-2.93912161852612,-2.95594333841377,4.27419782316793,0.0348648512755884,0.999954013176133,"DSC2","Adrenal.22"
"118","1829",-3.01174400553498,-3.01514892781249,6.58597658093007,0.0245701287314245,0.999954013176133,"DSG2","Adrenal.22"
"119","1836",4.84687730696343,4.85464381860748,7.24437141225544,0.000605991574960415,0.971256775302896,"SLC26A2","Adrenal.22"
"120","1958",-3.12435176169171,-3.13053977957998,5.8519026886258,0.0209869281799059,0.999954013176133,"EGR1","Adrenal.22"
"121","199221",3.62287271347138,3.78402474391396,2.03078744082986,0.0350245418206775,0.999954013176133,"DZIP1L","Adrenal.22"
"122","200772",4.62333244651398,4.94156602090044,2.11007810590079,0.0130152860702266,0.999954013176133,"UICLM","Adrenal.22"
"123","201294",-3.03597474421736,-3.08633997566945,2.92631605621671,0.0438267503708511,0.999954013176133,"UNC13D","Adrenal.22"
"124","201625",2.95064133737281,2.99047562138139,3.11430269754296,0.0445087244729166,0.999954013176133,"DNAH12","Adrenal.22"
"125","201853",3.19487244720229,3.2371798262746,3.26404395292968,0.0301305392991166,0.999954013176133,"LINC00504","Adrenal.22"
"126","202052",3.82165994072443,3.84608571204621,4.60577114396952,0.00735529761043485,0.999954013176133,"DNAJC18","Adrenal.22"
"127","2078",3.70082578983612,3.78402474391396,2.86632390516865,0.0183591951513343,0.999954013176133,"ERG","Adrenal.22"
"128","2104",3.35363080268234,3.38126557441355,3.98144451392787,0.0189482174597869,0.999954013176133,"ESRRG","Adrenal.22"
"129","2213",4.46717242236267,4.78402474391396,1.99057741768589,0.016836401056018,0.999954013176133,"FCGR2B","Adrenal.22"
"130","221393",-3.4826714654468,-3.56027116400186,2.79303798931018,0.0265298882199261,0.999954013176133,"ADGRF4","Adrenal.22"
"131","221711",3.64451039126187,3.72744121554759,2.8201178924615,0.0202402553309699,0.999954013176133,"SYCP2L","Adrenal.22"
"132","222256",5.4976312731966,5.66854752649402,3.6015730230135,0.00115227361527033,0.992985505502248,"CDHR3","Adrenal.22"
"133","222967",3.91109057295693,4.02218448110872,2.6983649862314,0.0158109556649008,0.999954013176133,"RSPH10B","Adrenal.22"
"134","223075",2.89835420634167,2.92488727975381,3.59708717337529,0.0419306102540119,0.999954013176133,"ITPRID1","Adrenal.22"
"135","22854",3.72794392586538,3.78402474391396,3.39355556888628,0.0133999045957953,0.999954013176133,"NTNG1","Adrenal.22"
"136","22861",3.17328749747265,3.25351002721518,2.447712579582,0.0439627830182685,0.999954013176133,"NLRP1","Adrenal.22"
"137","22989",5.61733168887215,5.94156602090044,2.93470341388817,0.00215126861519416,0.999954013176133,"MYH15","Adrenal.22"
"138","23105",2.90193219264285,2.94156602090044,3.07545855581003,0.0481550332949988,0.999954013176133,"FSTL4","Adrenal.22"
"139","23114",4.97372342082446,5.06086494927278,3.98449957451815,0.00160110706690579,0.999954013176133,"NFASC","Adrenal.22"
"140","2321",4.45707258900148,4.54301664441016,3.51587881466112,0.00452818780870424,0.999954013176133,"FLT1","Adrenal.22"
"141","23213",-3.35148207988107,-3.35552660848483,6.68519708356396,0.0130690767980946,0.999954013176133,"SULF1","Adrenal.22"
"142","2324",3.72883433652317,3.89093994783047,2.10936804866531,0.0296784445800159,0.999954013176133,"FLT4","Adrenal.22"
"143","23316",4.23968250985616,4.40551312066023,2.50838988915057,0.0126999307889131,0.999954013176133,"CUX2","Adrenal.22"
"144","23414",3.30206538683466,3.35660352017928,3.03665082387729,0.0283942271858177,0.999954013176133,"ZFPM2","Adrenal.22"
"145","23495",3.72883433652317,3.89093994783047,2.10936804866531,0.0296784445800159,0.999954013176133,"TNFRSF13B","Adrenal.22"
"146","2354",-3.16258828744939,-3.2383430691145,2.5413668962458,0.0444603998579693,0.999954013176133,"FOSB","Adrenal.22"
"147","23639",2.95064133737281,2.99047562138139,3.11430269754296,0.0445087244729166,0.999954013176133,"LRRC6","Adrenal.22"
"148","24",3.25078131941506,3.33151253921645,2.50710148241229,0.0388967619376971,0.999954013176133,"ABCA4","Adrenal.22"
"149","245972",4.50126570338164,4.66854752649402,2.72427587944559,0.00797577049204241,0.999954013176133,"ATP6V0D2","Adrenal.22"
"150","2537",-2.89614893475964,-2.89757833221428,7.70903554690934,0.0292636108570574,0.999954013176133,"IFI6","Adrenal.22"
"151","254240",3.50850721102816,3.66854752649402,1.94772682726462,0.0417056597866544,0.999954013176133,"BPIFC","Adrenal.22"
"152","254778",3.21270648090805,3.25351002721518,3.32784000294016,0.0287256505602222,0.999954013176133,"VXN","Adrenal.22"
"153","255101",3.48774944751582,3.54301664441016,3.1900601535013,0.0206108067823415,0.999954013176133,"CFAP65","Adrenal.22"
"154","256076",5.04330278966656,5.21286804271783,3.19214993191845,0.00286700921231174,0.999954013176133,"COL6A5","Adrenal.22"
"155","256158",4.31996590278013,4.40551312066023,3.39452670493976,0.00590444024775669,0.999954013176133,"HMCN2","Adrenal.22"
"156","256714",3.17328749747265,3.25351002721518,2.447712579582,0.0439627830182685,0.999954013176133,"MAP7D2","Adrenal.22"
"157","256764",3.64451039126187,3.72744121554759,2.8201178924615,0.0202402553309699,0.999954013176133,"WDR72","Adrenal.22"
"158","2568",-3.30675083077146,-3.32240733390297,4.73449619285846,0.0175730910268623,0.999954013176133,"GABRP","Adrenal.22"
