sample  ,gene,tumor,cell_line,E2_status
Adrenal.1,GABRP,Adrenal,MCF7,E2
Adrenal.1,PCDH10,Adrenal,MCF7,E2
Adrenal.1,ITGB6,Adrenal,MCF7,E2
Adrenal.1,FBN2,Adrenal,MCF7,E2
Adrenal.1,KCNK2,Adrenal,MCF7,E2
Adrenal.1,GPR171,Adrenal,MCF7,E2
Adrenal.1,RASGRP1,Adrenal,MCF7,E2
Adrenal.1,COL3A1,Adrenal,MCF7,E2
Adrenal.1,EYA2,Adrenal,MCF7,E2
Adrenal.1,CYP24A1,Adrenal,MCF7,E2
Adrenal.1,IFI44L,Adrenal,MCF7,E2
Adrenal.1,LINC00052,Adrenal,MCF7,E2
Adrenal.1,PLCXD3,Adrenal,MCF7,E2
Adrenal.1,ANXA1,Adrenal,MCF7,E2
Adrenal.1,DCLK1,Adrenal,MCF7,E2
Adrenal.1,DACH2,Adrenal,MCF7,E2
Adrenal.1,LDLRAD4,Adrenal,MCF7,E2
Adrenal.1,TGFB2,Adrenal,MCF7,E2
Adrenal.1,PMEPA1,Adrenal,MCF7,E2
Adrenal.1,LRRTM3,Adrenal,MCF7,E2
Adrenal.1,SELL,Adrenal,MCF7,E2
Adrenal.1,NFIA,Adrenal,MCF7,E2
Adrenal.1,TGM2,Adrenal,MCF7,E2
Adrenal.1,CDH26,Adrenal,MCF7,E2
Adrenal.1,SULF1,Adrenal,MCF7,E2
Adrenal.1,COL18A1-AS1,Adrenal,MCF7,E2
Adrenal.1,SPOCK1,Adrenal,MCF7,E2
Adrenal.1,OLFML2A,Adrenal,MCF7,E2
Adrenal.1,AARD,Adrenal,MCF7,E2
Adrenal.1,INAVA,Adrenal,MCF7,E2
Adrenal.1,NREP,Adrenal,MCF7,E2
Adrenal.1,HPGD,Adrenal,MCF7,E2
Adrenal.1,IFI44,Adrenal,MCF7,E2
Adrenal.1,PLEKHH2,Adrenal,MCF7,E2
Adrenal.1,AREG,Adrenal,MCF7,E2
Adrenal.1,FIRRE,Adrenal,MCF7,E2
Adrenal.1,CACHD1,Adrenal,MCF7,E2
Adrenal.1,ARHGAP26,Adrenal,MCF7,E2
Adrenal.1,KRT80,Adrenal,MCF7,E2
Adrenal.1,THBS1,Adrenal,MCF7,E2
Adrenal.2,XIST,Adrenal,MCF7,E2
Adrenal.2,RAB23,Adrenal,MCF7,E2
Adrenal.2,PCDH10,Adrenal,MCF7,E2
Adrenal.2,LRRTM3,Adrenal,MCF7,E2
Adrenal.2,RNA5S1,Adrenal,MCF7,E2
Adrenal.2,RNA5S5,Adrenal,MCF7,E2
Adrenal.2,RNA5S6,Adrenal,MCF7,E2
Adrenal.2,RNA5S4,Adrenal,MCF7,E2
Adrenal.2,RNA5S2,Adrenal,MCF7,E2
Adrenal.2,RNA5S3,Adrenal,MCF7,E2
Adrenal.2,RNA5S8,Adrenal,MCF7,E2
Adrenal.2,RNA5S7,Adrenal,MCF7,E2
Adrenal.2,GABRP,Adrenal,MCF7,E2
Adrenal.2,COL3A1,Adrenal,MCF7,E2
Adrenal.2,LINC00645,Adrenal,MCF7,E2
Adrenal.2,ZNF573,Adrenal,MCF7,E2
Adrenal.2,BRINP3,Adrenal,MCF7,E2
Adrenal.2,GLRA3,Adrenal,MCF7,E2
Adrenal.2,KCNC2,Adrenal,MCF7,E2
Adrenal.2,RASGRP1,Adrenal,MCF7,E2
Adrenal.2,EPHA4,Adrenal,MCF7,E2
Adrenal.2,TSIX,Adrenal,MCF7,E2
Adrenal.2,LDLRAD4,Adrenal,MCF7,E2
Adrenal.2,ITGB6,Adrenal,MCF7,E2
Adrenal.2,KCNK2,Adrenal,MCF7,E2
Adrenal.3,IGFBP5,Adrenal,MCF7,E2
Adrenal.3,RNA5S9,Adrenal,MCF7,E2
Adrenal.3,SAMD9,Adrenal,MCF7,E2
Adrenal.3,LNCAROD,Adrenal,MCF7,E2
Adrenal.3,CAV1,Adrenal,MCF7,E2
Adrenal.3,CAV2,Adrenal,MCF7,E2
Adrenal.3,TFPI,Adrenal,MCF7,E2
Adrenal.3,AREG,Adrenal,MCF7,E2
Adrenal.3,WNT7B,Adrenal,MCF7,E2
Adrenal.3,RASGRP1,Adrenal,MCF7,E2
Adrenal.3,CRABP2,Adrenal,MCF7,E2
Adrenal.3,IFI44,Adrenal,MCF7,E2
Adrenal.3,KRT5,Adrenal,MCF7,E2
Adrenal.3,CEACAM6,Adrenal,MCF7,E2
Adrenal.3,DHRS3,Adrenal,MCF7,E2
Adrenal.3,MBNL2,Adrenal,MCF7,E2
Adrenal.3,ITGB6,Adrenal,MCF7,E2
Adrenal.3,IFIT3,Adrenal,MCF7,E2
Adrenal.3,IFI27,Adrenal,MCF7,E2
Adrenal.3,XAF1,Adrenal,MCF7,E2
Adrenal.3,XIST,Adrenal,MCF7,E2
Adrenal.3,LDLRAD4,Adrenal,MCF7,E2
Adrenal.3,KCNJ3,Adrenal,MCF7,E2
Adrenal.3,RNU5F-1,Adrenal,MCF7,E2
Adrenal.3,LAMB3,Adrenal,MCF7,E2
Adrenal.3,ITGB4,Adrenal,MCF7,E2
Adrenal.3,CLDN9,Adrenal,MCF7,E2
Adrenal.3,LPCAT2,Adrenal,MCF7,E2
Adrenal.3,IFI44L,Adrenal,MCF7,E2
Adrenal.3,ANXA3,Adrenal,MCF7,E2
Adrenal.3,SLC6A14,Adrenal,MCF7,E2
Adrenal.3,ADGRF4,Adrenal,MCF7,E2
Adrenal.3,NECAB1,Adrenal,MCF7,E2
Adrenal.3,CAPG,Adrenal,MCF7,E2
Adrenal.3,KYNU,Adrenal,MCF7,E2
Adrenal.3,PLCXD3,Adrenal,MCF7,E2
Adrenal.3,SGCG,Adrenal,MCF7,E2
Adrenal.3,SULF1,Adrenal,MCF7,E2
Adrenal.3,GABRP,Adrenal,MCF7,E2
Adrenal.3,PMP22,Adrenal,MCF7,E2
Adrenal.3,SNORD14A,Adrenal,MCF7,E2
Adrenal.3,OAS3,Adrenal,MCF7,E2
Adrenal.3,RNA5S3,Adrenal,MCF7,E2
Adrenal.3,RNA5S4,Adrenal,MCF7,E2
Adrenal.3,CEACAM5,Adrenal,MCF7,E2
Adrenal.3,RNA5S5,Adrenal,MCF7,E2
Adrenal.3,RNA5S6,Adrenal,MCF7,E2
Adrenal.3,RNA5S7,Adrenal,MCF7,E2
Adrenal.3,MUC5AC,Adrenal,MCF7,E2
Adrenal.3,RNA5S8,Adrenal,MCF7,E2
Adrenal.3,TIMP3,Adrenal,MCF7,E2
Adrenal.3,KRT80,Adrenal,MCF7,E2
Adrenal.3,IFIT2,Adrenal,MCF7,E2
Adrenal.3,RNA5S2,Adrenal,MCF7,E2
Adrenal.3,MPZL2,Adrenal,MCF7,E2
Adrenal.3,S100A10,Adrenal,MCF7,E2
Adrenal.3,ACKR3,Adrenal,MCF7,E2
Adrenal.3,LOXL1,Adrenal,MCF7,E2
Adrenal.3,EGR1,Adrenal,MCF7,E2
Adrenal.3,RNA5S1,Adrenal,MCF7,E2
Adrenal.3,SCARNA15,Adrenal,MCF7,E2
Adrenal.3,UNC13D,Adrenal,MCF7,E2
Adrenal.3,SHFL,Adrenal,MCF7,E2
Adrenal.3,DSG2,Adrenal,MCF7,E2
Adrenal.3,COL4A5,Adrenal,MCF7,E2
Adrenal.3,AHNAK2,Adrenal,MCF7,E2
Adrenal.3,SNORD96A,Adrenal,MCF7,E2
Adrenal.3,SCARNA11,Adrenal,MCF7,E2
Adrenal.3,EGLN3,Adrenal,MCF7,E2
Adrenal.3,PARP10,Adrenal,MCF7,E2
Adrenal.3,SNORA44,Adrenal,MCF7,E2
Adrenal.3,DSC2,Adrenal,MCF7,E2
Adrenal.3,TGM2,Adrenal,MCF7,E2
Adrenal.3,LINC00052,Adrenal,MCF7,E2
Adrenal.3,IFI6,Adrenal,MCF7,E2
Adrenal.3,SOX9,Adrenal,MCF7,E2
Adrenal.3,SP110,Adrenal,MCF7,E2
Adrenal.3,BASP1,Adrenal,MCF7,E2
Adrenal.3,SNORD11,Adrenal,MCF7,E2
Adrenal.3,MYO1B,Adrenal,MCF7,E2
Adrenal.3,TGFBI,Adrenal,MCF7,E2
Adrenal.3,LOXL1-AS1,Adrenal,MCF7,E2
Adrenal.3,BMERB1,Adrenal,MCF7,E2
Adrenal.3,SCARNA18,Adrenal,MCF7,E2
Adrenal.3,GLRA3,Adrenal,MCF7,E2
Adrenal.3,CDR1,Adrenal,MCF7,E2
Adrenal.3,SNORA80A,Adrenal,MCF7,E2
Adrenal.3,OAS2,Adrenal,MCF7,E2
Adrenal.3,PCDH10,Adrenal,MCF7,E2
Adrenal.3,MIR4449,Adrenal,MCF7,E2
Adrenal.3,SNORD58A,Adrenal,MCF7,E2
Adrenal.3,SNORD60,Adrenal,MCF7,E2
Adrenal.3,OAS1,Adrenal,MCF7,E2
Adrenal.3,PMEPA1,Adrenal,MCF7,E2
Adrenal.3,IFIH1,Adrenal,MCF7,E2
Adrenal.3,SNORD26,Adrenal,MCF7,E2
Adrenal.3,SNORA61,Adrenal,MCF7,E2
Adrenal.3,SNORD33,Adrenal,MCF7,E2
Adrenal.3,RNA5S17,Adrenal,MCF7,E2
Adrenal.3,NPY1R,Adrenal,MCF7,E2
Adrenal.3,SNORA50C,Adrenal,MCF7,E2
Adrenal.3,RNU6ATAC,Adrenal,MCF7,E2
Adrenal.3,IFIT1,Adrenal,MCF7,E2
Bone.1,COL3A1,Bone,MCF7,E2
Bone.1,CDC20B,Bone,MCF7,E2
Bone.1,RAP2A,Bone,MCF7,E2
Bone.1,TNNT1,Bone,MCF7,E2
Bone.1,BMPR1B,Bone,MCF7,E2
Bone.1,PQBP1,Bone,MCF7,E2
Bone.1,ZFP64,Bone,MCF7,E2
Bone.1,FSIP1,Bone,MCF7,E2
Bone.1,MAK,Bone,MCF7,E2
Bone.1,KDM1B,Bone,MCF7,E2
Bone.1,CREB3L4,Bone,MCF7,E2
Bone.1,CDC20,Bone,MCF7,E2
Bone.1,DNASE1,Bone,MCF7,E2
Bone.1,KCNJ3,Bone,MCF7,E2
Bone.1,FAM220A,Bone,MCF7,E2
Bone.1,SMYD3,Bone,MCF7,E2
Bone.1,LMBRD1,Bone,MCF7,E2
Bone.1,MND1,Bone,MCF7,E2
Bone.1,RBM7,Bone,MCF7,E2
Bone.1,RFT1,Bone,MCF7,E2
Bone.1,SLITRK4,Bone,MCF7,E2
Bone.1,DMAP1,Bone,MCF7,E2
Bone.1,NEK1,Bone,MCF7,E2
Bone.1,NXT2,Bone,MCF7,E2
Bone.1,ZNF813,Bone,MCF7,E2
Bone.1,RNF181,Bone,MCF7,E2
Bone.1,MRPL35,Bone,MCF7,E2
Bone.1,RFXANK,Bone,MCF7,E2
Bone.1,NUDT19,Bone,MCF7,E2
Bone.1,INTS4,Bone,MCF7,E2
Bone.1,BCKDHB,Bone,MCF7,E2
Bone.1,TSPYL4,Bone,MCF7,E2
Bone.1,MKS1,Bone,MCF7,E2
Bone.1,PABPC4L,Bone,MCF7,E2
Bone.1,TTI1,Bone,MCF7,E2
Bone.1,MRPS18B,Bone,MCF7,E2
Bone.1,PLD1,Bone,MCF7,E2
Bone.1,SOX2,Bone,MCF7,E2
Bone.1,ZNF765,Bone,MCF7,E2
Bone.1,ABCC5,Bone,MCF7,E2
Bone.1,MRC2,Bone,MCF7,E2
Bone.1,RNA5S1,Bone,MCF7,E2
Bone.1,RNA5S5,Bone,MCF7,E2
Bone.1,RNA5S6,Bone,MCF7,E2
Bone.1,RNA5S4,Bone,MCF7,E2
Bone.1,RNA5S2,Bone,MCF7,E2
Bone.1,RNA5S3,Bone,MCF7,E2
Bone.1,AKR1C2,Bone,MCF7,E2
Bone.1,RNA5S8,Bone,MCF7,E2
Bone.1,RNA5S7,Bone,MCF7,E2
Bone.1,PCDH10,Bone,MCF7,E2
Bone.2,PRRC2A,Bone,MCF7,E2
Bone.2,ATP9A,Bone,MCF7,E2
Bone.2,RNA5S12,Bone,MCF7,E2
Bone.2,RNA5S3,Bone,MCF7,E2
Bone.2,RNA5S11,Bone,MCF7,E2
Bone.2,RNA5S10,Bone,MCF7,E2
Bone.2,HMGN1,Bone,MCF7,E2
Bone.2,SCD,Bone,MCF7,E2
Bone.2,DSCAM-AS1,Bone,MCF7,E2
Bone.2,TET2,Bone,MCF7,E2
Bone.2,RPS21,Bone,MCF7,E2
Bone.2,EIF4G2,Bone,MCF7,E2
Bone.2,TOP1,Bone,MCF7,E2
Bone.2,PTBP3,Bone,MCF7,E2
Bone.2,PDAP1,Bone,MCF7,E2
Bone.2,MSI2,Bone,MCF7,E2
Bone.2,RNY3,Bone,MCF7,E2
Bone.2,TNRC18,Bone,MCF7,E2
Bone.2,CUX1,Bone,MCF7,E2
Bone.2,TMED10,Bone,MCF7,E2
Bone.2,PCM1,Bone,MCF7,E2
Bone.2,HSPA8,Bone,MCF7,E2
Bone.2,ANKHD1,Bone,MCF7,E2
Bone.2,PHIP,Bone,MCF7,E2
Bone.2,ANKHD1-EIF4EBP3,Bone,MCF7,E2
Bone.2,RPLP2,Bone,MCF7,E2
Bone.2,MYL12A,Bone,MCF7,E2
Bone.2,GTF2IP4,Bone,MCF7,E2
Bone.2,PAK2,Bone,MCF7,E2
Bone.2,ADAR,Bone,MCF7,E2
Bone.2,GTF2IP1,Bone,MCF7,E2
Bone.2,DNMT1,Bone,MCF7,E2
Bone.2,SCARNA22,Bone,MCF7,E2
Bone.2,DHX9,Bone,MCF7,E2
Bone.2,H2AC20,Bone,MCF7,E2
Bone.2,HNRNPA1,Bone,MCF7,E2
Bone.2,UBR4,Bone,MCF7,E2
Bone.2,ARL6IP1,Bone,MCF7,E2
Bone.2,NUP210,Bone,MCF7,E2
Bone.2,TPI1,Bone,MCF7,E2
Bone.2,PRSS23,Bone,MCF7,E2
Bone.2,IQGAP1,Bone,MCF7,E2
Bone.2,HMGB3,Bone,MCF7,E2
Bone.2,NUFIP2,Bone,MCF7,E2
Bone.2,EEF1A2,Bone,MCF7,E2
Bone.2,RPS10-NUDT3,Bone,MCF7,E2
Bone.2,KRT18,Bone,MCF7,E2
Bone.2,HNRNPH1,Bone,MCF7,E2
Bone.2,HNRNPD,Bone,MCF7,E2
Bone.2,EIF5B,Bone,MCF7,E2
Bone.2,CCND1,Bone,MCF7,E2
Bone.2,AKAP13,Bone,MCF7,E2
Bone.2,PHF3,Bone,MCF7,E2
Bone.2,PTBP1,Bone,MCF7,E2
Bone.2,MORF4L2,Bone,MCF7,E2
Bone.2,DSG2,Bone,MCF7,E2
Bone.2,USP7,Bone,MCF7,E2
Bone.2,ACTR2,Bone,MCF7,E2
Bone.2,SKA2,Bone,MCF7,E2
Bone.2,PRLR,Bone,MCF7,E2
Bone.2,SIKE1,Bone,MCF7,E2
Bone.2,CHD8,Bone,MCF7,E2
Bone.2,GPR171,Bone,MCF7,E2
Bone.2,ARFGEF3,Bone,MCF7,E2
Bone.2,SF3B3,Bone,MCF7,E2
Bone.2,YWHAQ,Bone,MCF7,E2
Bone.2,SIAE,Bone,MCF7,E2
Bone.2,MAVS,Bone,MCF7,E2
Bone.2,PTTG1IP,Bone,MCF7,E2
Bone.2,ARID1A,Bone,MCF7,E2
Bone.2,SKIL,Bone,MCF7,E2
Bone.2,KIAA1109,Bone,MCF7,E2
Bone.2,PCF11,Bone,MCF7,E2
Bone.2,CAND1,Bone,MCF7,E2
Bone.2,UBB,Bone,MCF7,E2
Bone.2,YWHAE,Bone,MCF7,E2
Bone.2,ARHGEF12,Bone,MCF7,E2
Bone.2,MT-ND3,Bone,MCF7,E2
Bone.2,RPS7,Bone,MCF7,E2
Bone.2,RUNX1,Bone,MCF7,E2
Bone.2,RPS5,Bone,MCF7,E2
Bone.2,MTHFD1,Bone,MCF7,E2
Bone.2,RPRD2,Bone,MCF7,E2
Bone.2,EP300,Bone,MCF7,E2
Bone.2,NBPF26,Bone,MCF7,E2
Bone.2,SMC4,Bone,MCF7,E2
Bone.2,DIDO1,Bone,MCF7,E2
Bone.2,ADCY1,Bone,MCF7,E2
Bone.2,ASH1L,Bone,MCF7,E2
Bone.2,NONO,Bone,MCF7,E2
Bone.2,HSPA9,Bone,MCF7,E2
Bone.2,RPL15,Bone,MCF7,E2
Bone.2,HSPD1,Bone,MCF7,E2
Bone.2,RBM8A,Bone,MCF7,E2
Bone.2,SEMA3C,Bone,MCF7,E2
Bone.2,PGR,Bone,MCF7,E2
Bone.2,RPL41,Bone,MCF7,E2
Bone.2,ZNF217,Bone,MCF7,E2
Bone.2,RPSA,Bone,MCF7,E2
Bone.2,YLPM1,Bone,MCF7,E2
Bone.2,STAT1,Bone,MCF7,E2
Bone.2,THBS1,Bone,MCF7,E2
Bone.2,SF3B2,Bone,MCF7,E2
Bone.2,PRKAR1A,Bone,MCF7,E2
Bone.2,NIPBL,Bone,MCF7,E2
Bone.2,TUBA1B,Bone,MCF7,E2
Bone.2,COX6C,Bone,MCF7,E2
Bone.2,BRWD1,Bone,MCF7,E2
Bone.2,BPTF,Bone,MCF7,E2
Bone.2,RPS20,Bone,MCF7,E2
Bone.2,RACK1,Bone,MCF7,E2
Bone.2,RPL13A,Bone,MCF7,E2
Bone.2,CANX,Bone,MCF7,E2
Bone.2,RPL13,Bone,MCF7,E2
Bone.2,ACTG1,Bone,MCF7,E2
Bone.3,PLXND1,Bone,MCF7,E2
Bone.3,TRIM14,Bone,MCF7,E2
Bone.3,VEGFA,Bone,MCF7,E2
Bone.3,TRIM66,Bone,MCF7,E2
Bone.3,SLC3A2,Bone,MCF7,E2
Bone.3,PTAR1,Bone,MCF7,E2
Bone.3,PLXDC2,Bone,MCF7,E2
Bone.3,NAP1L4,Bone,MCF7,E2
Bone.3,HELZ2,Bone,MCF7,E2
Bone.3,CLU,Bone,MCF7,E2
Bone.3,LSM4,Bone,MCF7,E2
Bone.3,MPDZ,Bone,MCF7,E2
Bone.3,TMEM64,Bone,MCF7,E2
Bone.3,FREM2,Bone,MCF7,E2
Bone.3,PLEKHG3,Bone,MCF7,E2
Bone.3,TMEM164,Bone,MCF7,E2
Bone.3,PURA,Bone,MCF7,E2
Bone.3,CBX2,Bone,MCF7,E2
Bone.3,QRICH1,Bone,MCF7,E2
Bone.3,NOC2L,Bone,MCF7,E2
Bone.3,FRAS1,Bone,MCF7,E2
Bone.3,PGM2L1,Bone,MCF7,E2
Bone.3,HMCES,Bone,MCF7,E2
Bone.3,HERC6,Bone,MCF7,E2
Bone.3,BRAT1,Bone,MCF7,E2
Bone.3,EXOC1,Bone,MCF7,E2
Bone.3,ZDHHC21,Bone,MCF7,E2
Bone.3,PGAM5,Bone,MCF7,E2
Bone.3,PRCC,Bone,MCF7,E2
Bone.3,GIT1,Bone,MCF7,E2
Bone.3,TMEM109,Bone,MCF7,E2
Bone.3,TMED5,Bone,MCF7,E2
Bone.3,SLX4IP,Bone,MCF7,E2
Bone.3,ARPC5,Bone,MCF7,E2
Bone.3,CEBPG,Bone,MCF7,E2
Bone.3,DHX33,Bone,MCF7,E2
Bone.3,IFITM3,Bone,MCF7,E2
Bone.3,MYO15B,Bone,MCF7,E2
Bone.3,NCS1,Bone,MCF7,E2
Bone.3,LMTK2,Bone,MCF7,E2
Bone.3,TBC1D16,Bone,MCF7,E2
Bone.3,MCMBP,Bone,MCF7,E2
Bone.3,FOXK2,Bone,MCF7,E2
Bone.3,TFDP2,Bone,MCF7,E2
Bone.3,NSMCE4A,Bone,MCF7,E2
Bone.3,EIF3G,Bone,MCF7,E2
Bone.3,H19,Bone,MCF7,E2
Bone.3,WDR74,Bone,MCF7,E2
Bone.3,RNF32,Bone,MCF7,E2
Bone.3,BIRC5,Bone,MCF7,E2
Bone.3,ENOPH1,Bone,MCF7,E2
Bone.3,GAS5,Bone,MCF7,E2
Bone.3,GOLGA8A,Bone,MCF7,E2
Bone.3,SYNJ2,Bone,MCF7,E2
Bone.3,TBC1D10B,Bone,MCF7,E2
Bone.3,R3HCC1L,Bone,MCF7,E2
Bone.3,MRPL50,Bone,MCF7,E2
Bone.3,TEAD3,Bone,MCF7,E2
Bone.3,RNF13,Bone,MCF7,E2
Bone.3,MRPL22,Bone,MCF7,E2
Bone.3,STAT5B,Bone,MCF7,E2
Bone.3,CEP83,Bone,MCF7,E2
Bone.3,METTL17,Bone,MCF7,E2
Bone.3,TTN,Bone,MCF7,E2
Bone.3,KLC2,Bone,MCF7,E2
Bone.3,EPS15L1,Bone,MCF7,E2
Bone.3,STK35,Bone,MCF7,E2
Bone.3,WRN,Bone,MCF7,E2
Bone.3,CNN2,Bone,MCF7,E2
Bone.3,D2HGDH,Bone,MCF7,E2
Bone.3,HECA,Bone,MCF7,E2
Bone.3,ADAMTS19,Bone,MCF7,E2
Bone.3,DCAF4,Bone,MCF7,E2
Bone.3,RFT1,Bone,MCF7,E2
Bone.3,SLC25A13,Bone,MCF7,E2
Bone.3,SNHG16,Bone,MCF7,E2
Bone.3,MRPL11,Bone,MCF7,E2
Bone.3,YIPF4,Bone,MCF7,E2
Bone.3,AMMECR1L,Bone,MCF7,E2
Bone.3,CDR1,Bone,MCF7,E2
Bone.3,RIN2,Bone,MCF7,E2
Bone.3,ABCC1,Bone,MCF7,E2
Bone.3,WWOX,Bone,MCF7,E2
Bone.3,KRT17,Bone,MCF7,E2
Bone.3,TUSC3,Bone,MCF7,E2
Bone.3,ZNF641,Bone,MCF7,E2
Bone.3,NCAPH,Bone,MCF7,E2
Bone.3,GNG12,Bone,MCF7,E2
Bone.3,TSFM,Bone,MCF7,E2
Bone.3,USP33,Bone,MCF7,E2
Bone.3,ATE1,Bone,MCF7,E2
Bone.3,ATP2B4,Bone,MCF7,E2
Bone.3,UHRF1,Bone,MCF7,E2
Bone.3,JAG1,Bone,MCF7,E2
Bone.3,SUN2,Bone,MCF7,E2
Bone.3,ALG5,Bone,MCF7,E2
Bone.3,COL12A1,Bone,MCF7,E2
Bone.3,AP3S1,Bone,MCF7,E2
Bone.3,OSR2,Bone,MCF7,E2
Bone.3,DNAJB12,Bone,MCF7,E2
Bone.3,MEX3C,Bone,MCF7,E2
Bone.3,MZT1,Bone,MCF7,E2
Bone.3,CRNDE,Bone,MCF7,E2
Bone.3,H2AC4,Bone,MCF7,E2
Bone.3,LAMC1,Bone,MCF7,E2
Bone.3,SBNO1,Bone,MCF7,E2
Bone.3,UBA52,Bone,MCF7,E2
Bone.3,STAT6,Bone,MCF7,E2
Bone.3,UGCG,Bone,MCF7,E2
Bone.3,PCIF1,Bone,MCF7,E2
Bone.3,STK36,Bone,MCF7,E2
Bone.3,FARSB,Bone,MCF7,E2
Bone.3,HEXIM1,Bone,MCF7,E2
Bone.3,IFIH1,Bone,MCF7,E2
Bone.3,MZF1,Bone,MCF7,E2
Bone.3,POLE2,Bone,MCF7,E2
Bone.3,SH3GLB1,Bone,MCF7,E2
Bone.3,H2BC10,Bone,MCF7,E2
Bone.3,HAGH,Bone,MCF7,E2
Bone.3,MCU,Bone,MCF7,E2
Bone.3,PSMD9,Bone,MCF7,E2
Bone.3,TOM1L1,Bone,MCF7,E2
Bone.3,CTC1,Bone,MCF7,E2
Bone.3,MRPL52,Bone,MCF7,E2
Bone.3,LDLRAD4,Bone,MCF7,E2
Bone.3,ZFP62,Bone,MCF7,E2
Bone.3,C6orf141,Bone,MCF7,E2
Bone.3,SLC25A39,Bone,MCF7,E2
Bone.3,PPFIA3,Bone,MCF7,E2
Bone.3,SFXN3,Bone,MCF7,E2
Bone.3,STAP2,Bone,MCF7,E2
Bone.3,SYNPO2,Bone,MCF7,E2
Bone.3,HMCN1,Bone,MCF7,E2
Bone.3,TOP1MT,Bone,MCF7,E2
Bone.3,ATP6V1B2,Bone,MCF7,E2
Bone.3,C14orf132,Bone,MCF7,E2
Bone.3,RPF1,Bone,MCF7,E2
Bone.3,SMG9,Bone,MCF7,E2
Bone.3,AGRN,Bone,MCF7,E2
Bone.3,CARS1,Bone,MCF7,E2
Bone.3,NUDT15,Bone,MCF7,E2
Bone.3,CHST15,Bone,MCF7,E2
Bone.3,COQ5,Bone,MCF7,E2
Bone.3,SOS1,Bone,MCF7,E2
Bone.3,CYC1,Bone,MCF7,E2
Bone.3,ZGPAT,Bone,MCF7,E2
Bone.3,ATG101,Bone,MCF7,E2
Bone.3,COL5A3,Bone,MCF7,E2
Bone.3,MIOS,Bone,MCF7,E2
Bone.3,NUDCD2,Bone,MCF7,E2
Bone.3,PRR15L,Bone,MCF7,E2
Bone.3,PDHA1,Bone,MCF7,E2
Bone.3,DNAJC16,Bone,MCF7,E2
Bone.3,EML1,Bone,MCF7,E2
Bone.3,PIM1,Bone,MCF7,E2
Bone.3,PHF5A,Bone,MCF7,E2
Bone.3,ZNF189,Bone,MCF7,E2
Bone.3,ELAVL1,Bone,MCF7,E2
Bone.3,STAT1,Bone,MCF7,E2
Bone.3,N4BP3,Bone,MCF7,E2
Bone.3,MAST2,Bone,MCF7,E2
Bone.3,POLR2D,Bone,MCF7,E2
Bone.3,EHD1,Bone,MCF7,E2
Bone.3,RNA5S9,Bone,MCF7,E2
Bone.3,TMEM97,Bone,MCF7,E2
Bone.3,RNH1,Bone,MCF7,E2
Bone.3,TPD52L1,Bone,MCF7,E2
Bone.3,CTSH,Bone,MCF7,E2
Bone.3,GRAMD1A,Bone,MCF7,E2
Bone.3,SH3BGRL,Bone,MCF7,E2
Bone.3,NOTCH1,Bone,MCF7,E2
Bone.3,MEMO1,Bone,MCF7,E2
Bone.3,MBNL2,Bone,MCF7,E2
Bone.3,WBP2,Bone,MCF7,E2
Bone.3,ATP11C,Bone,MCF7,E2
Bone.3,GOLIM4,Bone,MCF7,E2
Bone.3,COL4A5,Bone,MCF7,E2
Bone.3,PROSER1,Bone,MCF7,E2
Bone.3,DDX56,Bone,MCF7,E2
Bone.3,ZNF398,Bone,MCF7,E2
Bone.3,H2AC11,Bone,MCF7,E2
Bone.3,TARS2,Bone,MCF7,E2
Bone.3,CEP78,Bone,MCF7,E2
Bone.3,MCM9,Bone,MCF7,E2
Bone.3,ZWILCH,Bone,MCF7,E2
Bone.3,CENPK,Bone,MCF7,E2
Bone.3,SCARNA18,Bone,MCF7,E2
Bone.3,BRAP,Bone,MCF7,E2
Bone.3,HNRNPLL,Bone,MCF7,E2
Bone.3,SIPA1L2,Bone,MCF7,E2
Bone.3,TENT4B,Bone,MCF7,E2
